 ElephantHeartbeat , BloodOxygen , BodyTemperature ,HealthStatus
23.74,98.02,37.1,Normal
22.13,97.52,36.37,Normal
23.37,96.49,37.02,Normal
24.64,96.14,37.16,Normal
23.03,97.21,36.7,Normal
22.01,96.78,36.16,Normal
21.61,96.83,36.27,Normal
21.92,95.31,36.52,Normal
23.82,99.52,36.93,Normal
22.71,99.38,36.87,Normal
22.67,99.51,37.07,Normal
21.39,95.9,37,Normal
22.2,99.6,36.62,Normal
23.42,97.56,36.26,Normal
24.33,99.23,36.36,Normal
21.27,99.1,36.29,Normal
23.72,95.14,37.18,Normal
21.7,97.47,37.13,Normal
21.03,95.71,36.7,Normal
22.37,97.42,36.29,Normal
23.15,96.54,36.62,Normal
22.95,99.9,37.09,Normal
24.25,98.16,36.68,Normal
24.56,99.2,36.2,Normal
22.1,97.5,36.42,Normal
24.25,96.77,36.9,Normal
22.23,98.62,36.29,Normal
23.55,96.18,36.36,Normal
22.31,97.59,36.94,Normal
22.65,97.39,36.91,Normal
22.53,95.14,36.6,Normal
22.21,96.24,36.15,Normal
22.27,96.73,36.69,Normal
24.13,96.05,37.15,Normal
20.92,98.13,36.33,Normal
21.02,97.32,36.3,Normal
24.66,95.95,36.92,Normal
24.21,97.37,37.01,Normal
22.07,99.44,36.25,Normal
21.15,98.08,36.99,Normal
21.38,95.36,36.5,Normal
23.71,95.27,36.7,Normal
22.63,98.12,36.49,Normal
21.42,99.12,36.65,Normal
20.92,99.33,36.2,Normal
22.96,95.65,36.2,Normal
23.74,99.6,36.9,Normal
22.18,95.59,36.4,Normal
23.91,98.48,36.63,Normal
24.78,99.72,37,Normal
24.46,99.88,36.97,Normal
22.44,96.76,36.97,Normal
24.16,95.65,37.03,Normal
23.56,97.49,36.62,Normal
24.15,95.25,37.05,Normal
24.24,96.66,36.78,Normal
22.58,95.73,36.57,Normal
21.9,97.68,36.15,Normal
23.64,95.18,36.54,Normal
24.54,95.8,36.84,Normal
21.84,97.69,36.49,Normal
23.28,99.47,36.71,Normal
21.23,97.97,36.6,Normal
23.41,95.62,36.87,Normal
21.72,99.57,36.34,Normal
23.31,97.04,36.1,Normal
22.34,96.36,36.14,Normal
23.53,96.35,36.61,Normal
24.66,98.88,36.31,Normal
21.05,99.89,36.6,Normal
21.86,97.72,36.66,Normal
22.35,95.72,36.71,Normal
21.63,96.39,36.64,Normal
23.67,96.63,36.81,Normal
21.57,95.53,36.62,Normal
23.18,99.61,36.53,Normal
24.49,99.05,36.14,Normal
24.37,98.86,36.85,Normal
23.81,99.51,36.12,Normal
22.28,98.92,36.39,Normal
21.51,99.87,36.74,Normal
23.64,98.62,37.04,Normal
22.27,95.56,36.74,Normal
21.9,96.77,36.4,Normal
24.67,96.16,37.08,Normal
21.42,98.22,36.1,Normal
24.24,97.26,37.08,Normal
23.03,96.65,36.49,Normal
24.05,97.77,37.04,Normal
21.31,98.47,36.75,Normal
23.33,98.03,36.91,Normal
21.4,95.91,36.66,Normal
23.21,99.29,36.53,Normal
20.96,96.16,36.2,Normal
21.71,97.16,36.75,Normal
23.59,95.44,36.57,Normal
22.72,97.36,36.5,Normal
24.63,95.38,36.99,Normal
23.99,95.66,36.93,Normal
24.79,95.84,36.91,Normal
23.06,98.63,36.59,Normal
23.18,97.91,36.51,Normal
22.26,97.06,36.87,Normal
23.15,95.29,36.94,Normal
24.33,96.07,36.56,Normal
22.28,95.2,36.25,Normal
21.11,98.67,36.65,Normal
23.01,96.48,36.22,Normal
22.98,97.09,36.12,Normal
23.55,95.79,36.97,Normal
22.53,99.41,36.45,Normal
21.88,96.48,36.38,Normal
23.31,98.21,36.75,Normal
24.71,97.93,36.19,Normal
22.97,98.33,36.74,Normal
21.51,95.07,36.34,Normal
22.12,95.36,36.12,Normal
21.27,98.49,36.84,Normal
21.43,96.53,36.77,Normal
23.11,96.61,36.32,Normal
22.4,98.43,36.23,Normal
24.48,96.04,36.72,Normal
22.92,98.44,36.38,Normal
22.96,95.34,36.13,Normal
24.61,95.66,36.77,Normal
23.83,98.69,37,Normal
23.47,96.95,36.3,Normal
21.85,98.46,36.7,Normal
23.55,99.49,36.53,Normal
22.09,96.07,36.13,Normal
21.23,95,36.55,Normal
23.88,97.45,36.37,Normal
21.75,99.38,36.76,Normal
21.27,95.92,37.08,Normal
22.01,97.39,36.8,Normal
22.28,97.85,36.21,Normal
21.56,98.75,37.16,Normal
24.77,99.3,36.55,Normal
24.49,95.3,36.63,Normal
22.74,96.17,36.61,Normal
23,95.17,36.86,Normal
21.71,95.84,36.24,Normal
21.01,99.23,36.92,Normal
22.51,97.7,37.01,Normal
24.28,96.43,37,Normal
22.53,99.79,36.28,Normal
24.58,96.62,37.12,Normal
24.12,95.78,36.9,Normal
21.67,98.09,36.9,Normal
23.01,98.45,36.79,Normal
22.65,99.4,37.18,Normal
22.72,96.16,36.72,Normal
20.99,95.08,36.5,Normal
23.44,99.42,36.27,Normal
22.56,96.5,36.33,Normal
24.76,97.15,36.8,Normal
24.82,99.43,36.62,Normal
24.22,98.19,36.86,Normal
23.74,95.29,36.15,Normal
21.93,97.98,36.88,Normal
23.54,98.17,36.26,Normal
24.44,98.69,36.6,Normal
22.16,99.48,36.91,Normal
22.48,98.61,36.78,Normal
22.61,99.37,36.54,Normal
20.93,95.88,36.18,Normal
22.55,96.36,36.36,Normal
23.11,97.92,36.65,Normal
24.4,97.06,36.42,Normal
24.56,95.91,37.06,Normal
22.34,97.72,37.05,Normal
23.55,97.2,36.85,Normal
21.9,98.04,37.05,Normal
21.58,99.06,36.55,Normal
24.01,99.26,36.77,Normal
23.74,97.74,37.14,Normal
21.01,98.55,37.13,Normal
21.46,97.31,36.15,Normal
21.55,96.91,36.12,Normal
23.33,96.95,36.29,Normal
24.66,97.37,36.4,Normal
21.81,98.69,36.81,Normal
24.36,99.27,36.18,Normal
21.28,99.03,36.44,Normal
23.62,95.69,37.06,Normal
23.06,99.59,37.17,Normal
22.83,98.38,36.3,Normal
22.73,97.53,37.07,Normal
22.28,97.57,36.39,Normal
21.73,96.93,36.64,Normal
22.6,97.71,36.51,Normal
24.48,97.98,36.67,Normal
23.42,99.01,36.62,Normal
23.91,96.07,36.46,Normal
22.37,99.12,37.07,Normal
24.69,95.37,37,Normal
21.92,99.01,36.17,Normal
23.08,97.52,36.7,Normal
22.87,99.91,36.39,Normal
23.62,99.47,37.18,Normal
24.83,96.21,36.66,Normal
23.57,98.17,36.43,Normal
20.93,98.62,36.74,Normal
21.79,95.91,36.67,Normal
22.96,96.66,36.51,Normal
23.9,99.74,36.69,Normal
22.82,95.12,37.13,Normal
24.7,95.92,36.77,Normal
21.09,99.46,37.15,Normal
24.09,99.4,36.63,Normal
23.2,97.82,36.75,Normal
23.08,97.23,37.18,Normal
21.92,97.65,36.52,Normal
21.86,97.04,37.15,Normal
21.93,98.75,36.6,Normal
22.24,95.95,36.45,Normal
21.96,95.11,36.96,Normal
21.59,96.65,37.08,Normal
24.81,98.48,36.22,Normal
24.18,98.03,36.65,Normal
22,99.6,36.4,Normal
23.28,97.06,36.72,Normal
22.49,96.6,36.8,Normal
21.88,95.62,36.81,Normal
22.52,96.06,36.81,Normal
20.98,99.71,36.92,Normal
24.72,96.38,37.19,Normal
23.88,95.82,37.06,Normal
23.87,96.68,36.18,Normal
24.53,99.26,36.57,Normal
21.88,99.6,36.81,Normal
21.28,98.9,37,Normal
21.48,97.14,36.6,Normal
21.32,98.66,36.78,Normal
21.45,97.4,36.86,Normal
24.89,97.44,36.5,Normal
24.55,97.63,36.39,Normal
23.27,96.51,36.54,Normal
21.51,98.27,36.88,Normal
20.97,96.87,36.12,Normal
23.12,97.88,36.89,Normal
22.69,98.88,36.91,Normal
23.24,95.6,36.87,Normal
22.78,99.8,36.34,Normal
21.02,97.45,36.97,Normal
24.65,97.33,36.11,Normal
22.18,98.69,36.35,Normal
22.08,97.05,36.9,Normal
21.27,95.19,36.71,Normal
22.47,95.83,36.27,Normal
24.75,97.18,36.18,Normal
23.77,96.69,36.25,Normal
22.65,98.93,36.96,Normal
22.17,99.67,36.73,Normal
20.92,95.29,36.94,Normal
23.75,98.78,36.2,Normal
22.71,96.56,36.98,Normal
21.73,97.88,36.49,Normal
24.63,97.15,36.65,Normal
21.02,96.3,37.03,Normal
21.08,97.03,37.16,Normal
21.56,97.55,36.4,Normal
24.81,95.63,36.96,Normal
21.88,98.63,36.11,Normal
23.79,97.01,36.33,Normal
21.43,96.68,36.71,Normal
23.76,95.64,36.34,Normal
22.61,96.72,36.93,Normal
21.42,95.89,36.49,Normal
21.01,98.06,36.99,Normal
22.37,98.39,36.54,Normal
22.75,99.58,36.59,Normal
23.62,98.2,36.73,Normal
22.32,96.51,36.28,Normal
21.69,95.5,36.99,Normal
23.92,99.18,36.15,Normal
21.97,98.35,37.05,Normal
23.07,97.84,36.2,Normal
24.54,96.85,37.05,Normal
21.28,98.91,36.71,Normal
21.74,96.18,36.59,Normal
21.16,96.23,36.96,Normal
23.99,95.62,36.99,Normal
23.44,96.24,36.97,Normal
21.83,96.6,36.89,Normal
24.26,96.39,37.04,Normal
22.81,98.04,37.11,Normal
24.48,97.24,36.69,Normal
23.94,97.97,37.17,Normal
23.93,98.43,36.31,Normal
22.93,97.47,37.03,Normal
22.28,99.83,37.11,Normal
23.94,96.37,37.17,Normal
23.25,96.96,36.28,Normal
23.66,95.42,36.5,Normal
22.86,96.49,36.82,Normal
23.31,96.54,36.6,Normal
23.96,99.95,36.75,Normal
23.52,95.52,37,Normal
24.8,97.04,37.11,Normal
22.22,95.16,36.41,Normal
21.37,97.52,36.8,Normal
21.03,98.96,36.36,Normal
22.07,99.91,36.11,Normal
24.87,98.41,36.25,Normal
23.59,99.57,37.2,Normal
21.38,96.87,36.37,Normal
22.86,99.95,36.96,Normal
23.83,95.68,36.18,Normal
23.67,96.62,37,Normal
23.68,97.12,36.53,Normal
22.84,95.28,36.91,Normal
23.57,98.85,36.79,Normal
23.92,99.92,36.58,Normal
23.58,95.14,37.06,Normal
23.93,98.63,36.36,Normal
21.61,96.99,37.09,Normal
22.31,98.23,37.08,Normal
21.97,95.29,36.32,Normal
21.56,97.53,36.74,Normal
21.97,97.25,36.42,Normal
22.62,96.24,36.73,Normal
21.05,99.91,36.32,Normal
24.3,98.65,36.37,Normal
24.29,97.9,37.07,Normal
21.61,98.2,36.51,Normal
23.45,97.94,36.27,Normal
22.89,95.28,36.89,Normal
22.29,95.83,36.2,Normal
21.21,95.6,36.33,Normal
24.9,99.45,36.47,Normal
21.17,96.38,37.08,Normal
21.19,96.23,36.8,Normal
23.33,98.71,36.62,Normal
21.85,97.18,36.89,Normal
21.69,99.69,36.68,Normal
21.4,98.02,36.39,Normal
22.66,99.4,36.78,Normal
21.29,96.4,36.27,Normal
21.9,99,37.15,Normal
22.04,96.26,36.12,Normal
23.54,96.4,37.14,Normal
24.06,95.76,36.77,Normal
24.15,98.09,36.46,Normal
24.17,95.63,36.71,Normal
21.98,96.47,36.91,Normal
20.95,97.13,36.48,Normal
21.62,99.4,36.19,Normal
23.74,98.73,36.13,Normal
24.8,99.78,37.19,Normal
21.04,99.63,36.8,Normal
23.2,98.7,36.74,Normal
21.82,99,36.78,Normal
24.38,98.75,36.46,Normal
22.08,96.46,36.6,Normal
22.71,95.77,37.16,Normal
24.88,99.92,37.03,Normal
24.52,98.97,36.93,Normal
21.44,96.57,37.04,Normal
21.8,95.23,36.64,Normal
21.6,98.19,37.08,Normal
23.65,96.19,37.09,Normal
22.76,95.48,36.3,Normal
21.84,95.49,37.16,Normal
22,96.38,36.72,Normal
21.81,98.29,36.69,Normal
24.47,95.76,36.31,Normal
21.11,98.29,36.11,Normal
21.33,99.45,36.79,Normal
24.68,97.75,36.76,Normal
23.17,95.43,36.24,Normal
21.24,99.2,36.62,Normal
23.37,95.31,37,Normal
24.83,97.62,36.66,Normal
23.83,95.13,36.57,Normal
23.51,99.23,36.62,Normal
21.8,98.55,36.96,Normal
24.54,95.8,36.14,Normal
21.53,96.95,36.46,Normal
21.69,97.33,36.22,Normal
23.05,96.58,36.72,Normal
22.04,95.78,36.4,Normal
23.34,97.41,36.98,Normal
22.65,96.91,36.25,Normal
24.68,97.03,37.01,Normal
23.81,98.5,36.57,Normal
23.83,97.23,36.63,Normal
21.77,96.21,36.93,Normal
21.98,99.55,36.27,Normal
21.15,96.23,36.75,Normal
23.99,96.11,36.53,Normal
22.32,98,36.9,Normal
21.58,99.44,36.2,Normal
24.21,95.46,36.72,Normal
21.84,99.89,36.87,Normal
22.37,95.46,36.98,Normal
24.49,98.44,37.13,Normal
24.18,95.35,37.14,Normal
24.5,96.53,37.01,Normal
22.75,96.15,36.79,Normal
22.76,98.66,36.9,Normal
22.68,98.4,36.41,Normal
21.52,95.26,36.91,Normal
22.43,99.42,36.4,Normal
21.83,95.51,36.72,Normal
21.6,99,36.64,Normal
23.88,95.78,36.28,Normal
23.76,96.35,36.86,Normal
23.46,96.91,36.52,Normal
24.53,99.29,36.65,Normal
23.75,97.64,36.98,Normal
23.32,98.67,36.78,Normal
21.76,97.31,36.44,Normal
24.05,96.59,36.92,Normal
21.19,99.88,36.95,Normal
24.13,95.7,36.4,Normal
23.7,99.65,36.69,Normal
23.7,98.79,37.09,Normal
23.97,96.15,36.6,Normal
22.1,96.34,36.77,Normal
24.88,99.26,36.39,Normal
23.29,99.72,36.8,Normal
21.58,98.46,36.81,Normal
23.83,98.21,36.23,Normal
21.57,97.98,36.93,Normal
24.69,95.33,36.62,Normal
23.42,95.47,37.14,Normal
24.06,97,36.8,Normal
22.57,98.8,36.45,Normal
23.11,98.24,37.08,Normal
21.99,95.14,36.45,Normal
24.79,95.19,36.78,Normal
23.55,99.52,37.18,Normal
21.11,97.47,36.52,Normal
23.97,97.56,36.97,Normal
22.58,98.11,36.24,Normal
24.11,95.45,36.11,Normal
22.4,98.64,36.44,Normal
23.44,96.72,36.61,Normal
22.14,96.56,37.19,Normal
23.36,98.9,36.96,Normal
22.37,95.9,36.65,Normal
24.45,96.19,36.56,Normal
24.04,99.47,36.69,Normal
24.25,97.27,36.39,Normal
24.84,99.98,37.18,Normal
22.22,95.92,37.1,Normal
23.41,97.74,36.27,Normal
21.26,97.74,36.9,Normal
21.72,99.6,36.74,Normal
24.23,97.06,36.47,Normal
22.46,97.29,36.6,Normal
22,97.37,36.51,Normal
23.16,99.63,37.07,Normal
22.58,96.5,36.75,Normal
22.87,98.54,36.73,Normal
23.07,97.61,36.65,Normal
21.79,99.3,36.36,Normal
24.11,99.79,36.75,Normal
24.1,99.77,36.29,Normal
24.48,96.81,36.55,Normal
21.25,95.21,36.81,Normal
24.58,97.64,36.16,Normal
23.26,97.91,36.77,Normal
21.23,97.97,36.53,Normal
22.49,99.38,36.68,Normal
23.11,96.27,36.92,Normal
24.14,98.75,37.08,Normal
24.81,97.65,36.17,Normal
23.59,98.19,36.29,Normal
21.52,96.05,37.11,Normal
23.82,97.57,37.01,Normal
23.76,97.26,36.91,Normal
24.27,95.68,36.74,Normal
23.71,97.69,36.64,Normal
20.91,99.6,36.37,Normal
21.13,99.76,36.3,Normal
23.07,98.75,36.68,Normal
23.4,99,37.07,Normal
21.97,98.11,37.19,Normal
21.58,99.67,36.44,Normal
22.77,97.54,37.07,Normal
22.97,95.09,36.25,Normal
20.99,99.72,37.13,Normal
22.37,96.55,36.22,Normal
23.81,95.1,37.01,Normal
24.27,95.81,37.15,Normal
22.43,95.58,36.33,Normal
23.47,95.32,36.37,Normal
24.9,99.87,36.4,Normal
23.21,95.7,36.19,Normal
23.51,97.1,36.92,Normal
23.36,98.94,36.4,Normal
20.96,98.98,36.76,Normal
24.13,97.48,37.03,Normal
21.12,95.33,37,Normal
21.99,96.28,36.46,Normal
21.95,95.23,36.36,Normal
24.46,98.47,36.66,Normal
23.92,95.93,36.81,Normal
22.02,99.74,36.82,Normal
24.29,97.49,36.69,Normal
21.97,98.25,36.7,Normal
23.05,99.54,36.64,Normal
21.34,98.23,36.38,Normal
22.86,96.7,36.33,Normal
22.54,97.08,36.61,Normal
23.68,97.45,36.26,Normal
24.23,97.49,36.99,Normal
21.35,98.99,36.86,Normal
23.36,98.61,36.74,Normal
20.97,95.19,37.05,Normal
21.97,98.75,36.42,Normal
24.89,97.44,36.43,Normal
21.71,99.97,36.41,Normal
24.5,95.13,36.62,Normal
21.01,97.04,37.16,Normal
24.56,98.08,37.05,Normal
23.46,96.58,37.13,Normal
24.76,96.31,36.95,Normal
21.35,98.51,36.49,Normal
23.01,98.87,36.96,Normal
24.34,98,36.26,Normal
24.28,98.8,37.11,Normal
21.21,99.72,36.12,Normal
22.9,97.29,36.86,Normal
24.26,97.09,36.56,Normal
22.57,96.04,36.78,Normal
23.52,96.06,36.86,Normal
23.56,96.22,36.38,Normal
23.42,95.13,36.66,Normal
21.13,96.44,36.38,Normal
22.79,95.94,37.04,Normal
21.72,96.15,36.82,Normal
22.67,96.04,36.76,Normal
22.82,95.4,36.49,Normal
22.11,99.67,36.22,Normal
24.08,98.71,36.65,Normal
21.51,97.07,36.52,Normal
21.86,98.78,36.19,Normal
24.61,99.25,37.14,Normal
24.33,98.74,36.52,Normal
21.28,95.37,36.73,Normal
23.8,96.05,36.84,Normal
22.41,97.08,36.21,Normal
22.98,96.03,36.68,Normal
24.74,97.59,36.57,Normal
22.95,99.38,37.01,Normal
24.85,97.9,36.44,Normal
22.89,95.2,36.52,Normal
21.93,98.06,36.68,Normal
21.65,99.67,37.09,Normal
21.37,98.47,36.36,Normal
24.11,97.99,36.19,Normal
22.03,99.38,36.61,Normal
23.06,98.03,36.35,Normal
21.51,95.89,36.63,Normal
24.59,98.54,36.96,Normal
23.17,95.83,36.27,Normal
22.61,96.66,36.13,Normal
24.7,95.63,36.61,Normal
22.65,96.98,36.8,Normal
22.7,97.53,37.14,Normal
21.26,99.59,37.2,Normal
20.91,97.72,36.94,Normal
23.78,97.99,36.11,Normal
23.01,98.25,36.47,Normal
22.09,99.56,36.42,Normal
22.88,96.6,36.3,Normal
24.67,96.72,36.33,Normal
21.25,96.84,36.49,Normal
23.26,98.71,36.45,Normal
23.39,99.26,36.95,Normal
24.17,97.87,37.12,Normal
21.83,97.15,37.03,Normal
22.42,98.34,36.99,Normal
22.84,98.09,36.73,Normal
23.4,99.86,36.75,Normal
21.27,96.85,36.94,Normal
22.49,98.44,36.64,Normal
24.73,96.93,36.79,Normal
23.66,98.12,36.58,Normal
22.86,97.37,36.53,Normal
22.5,97,36.31,Normal
21.32,99.59,37.15,Normal
23.7,96.43,36.22,Normal
23.98,99.38,36.2,Normal
22.07,96.8,36.83,Normal
23.53,97.83,36.51,Normal
21.41,95.92,36.88,Normal
22.84,97.21,36.79,Normal
22.58,97.55,36.86,Normal
21.98,97.45,36.34,Normal
22.1,96.14,36.68,Normal
22.95,95.28,36.27,Normal
21.66,99.63,36.98,Normal
22.91,96.9,36.9,Normal
22.16,99.18,37.03,Normal
21.23,95.57,36.85,Normal
21.47,98.66,36.28,Normal
24.1,95.17,36.51,Normal
21.59,98.01,36.93,Normal
23.98,99.95,36.41,Normal
24.26,99.25,36.99,Normal
24.49,97.56,36.64,Normal
22.29,96.95,37.08,Normal
23.42,96.65,36.28,Normal
21.86,98.66,36.43,Normal
22.45,98.69,36.8,Normal
24.67,97.3,36.94,Normal
23.94,99.1,37.17,Normal
22.43,95.08,36.33,Normal
21.53,96.52,36.63,Normal
22.4,99.43,36.79,Normal
22.38,98.7,37.08,Normal
24.25,99.35,37.18,Normal
23.73,97.4,36.48,Normal
21.62,98.71,36.93,Normal
22.13,97.59,36.73,Normal
22.94,97.35,36.56,Normal
23.04,98.86,37.18,Normal
23.12,96.56,37.08,Normal
21.13,96.46,36.94,Normal
21.57,96.14,37.2,Normal
23.63,98.71,36.5,Normal
22.89,99.27,37.06,Normal
21.83,96.53,37.16,Normal
23.19,96.74,36.83,Normal
24,98.78,36.56,Normal
21.46,96.33,36.65,Normal
24.05,97.97,36.78,Normal
24.27,95.95,36.56,Normal
23.95,99.02,37.2,Normal
24.75,98.01,36.81,Normal
22.92,98.13,36.59,Normal
23.51,98.89,36.44,Normal
22.04,98.4,36.36,Normal
22.49,97.64,36.48,Normal
21.82,95.64,36.12,Normal
23.69,98.84,36.94,Normal
23.45,97.79,36.62,Normal
23.75,99.06,36.52,Normal
22.43,96.04,36.86,Normal
21.82,99.14,37.07,Normal
24.77,96.72,37.16,Normal
21.07,99.51,36.74,Normal
24.02,98.58,36.55,Normal
24.65,95.64,36.65,Normal
23.42,97.86,36.24,Normal
22.45,98.91,36.94,Normal
22.44,96.08,36.74,Normal
21.84,96.6,36.71,Normal
20.94,95.1,37.1,Normal
22.46,98.53,36.95,Normal
21.49,96.81,36.42,Normal
22.29,98.78,36.13,Normal
24.63,95.51,36.51,Normal
21.06,98.94,36.27,Normal
23.42,96.78,36.57,Normal
21.08,98.35,36.25,Normal
23.84,96.33,36.76,Normal
22.44,96.91,36.14,Normal
24.33,95.64,36.24,Normal
23.59,95.75,36.5,Normal
21.52,97.84,36.43,Normal
24.51,98.32,36.98,Normal
21.55,98.95,36.67,Normal
22.54,97.2,37,Normal
24.14,96.49,37.03,Normal
24.5,99.62,36.21,Normal
23.52,96.61,36.12,Normal
23.26,97.09,36.41,Normal
23.64,99.57,36.4,Normal
22,97.25,36.37,Normal
24.39,98.46,36.64,Normal
22.32,96.18,36.88,Normal
23.7,98.51,36.87,Normal
23.55,95.53,36.47,Normal
22.64,98.8,36.84,Normal
21.27,95.67,36.44,Normal
21.82,96.24,37.15,Normal
23.96,98.13,36.43,Normal
24.06,96.96,36.88,Normal
24.54,96.57,36.52,Normal
21.13,96.9,37.17,Normal
23.73,96.8,36.75,Normal
22.34,99.29,37.14,Normal
22.32,99.15,36.25,Normal
21.05,98.81,36.53,Normal
22.38,97.99,36.65,Normal
21.79,99.28,36.97,Normal
21.3,96.62,37.02,Normal
21.52,95.83,36.53,Normal
24.16,99.66,36.58,Normal
23.7,95.12,36.45,Normal
21.97,96.02,36.73,Normal
24.11,96.07,36.38,Normal
23.16,95.11,36.37,Normal
21.89,97.21,37.08,Normal
24.81,95,36.93,Normal
22.64,95.6,36.78,Normal
22.85,98.89,36.52,Normal
23.44,95.17,36.84,Normal
22.55,99.73,36.99,Normal
21.58,96.29,36.48,Normal
21.55,98.4,36.94,Normal
22.94,99.42,36.29,Normal
22.28,99.3,36.61,Normal
21.08,99.05,36.85,Normal
22.47,97.74,36.92,Normal
24.34,97.05,36.52,Normal
22.01,98.29,37.19,Normal
23.73,95.29,36.55,Normal
21.55,97.65,36.33,Normal
21.38,96.59,36.3,Normal
21.35,96.53,36.97,Normal
22.84,97.77,36.32,Normal
23.49,96.17,36.42,Normal
24.64,95.11,36.75,Normal
22.9,97.98,37.09,Normal
23.95,97.45,36.18,Normal
21.66,96.35,36.54,Normal
24.41,97,36.14,Normal
21.29,97.35,36.55,Normal
21.61,97.59,37.08,Normal
22.04,96.83,36.87,Normal
21.29,95.17,36.9,Normal
23.49,95.74,37.14,Normal
22.22,98.95,37.13,Normal
22.66,96.8,37.02,Normal
23.87,95.27,36.5,Normal
24.58,97.4,36.41,Normal
24.37,98.5,37.03,Normal
24.42,96.27,36.97,Normal
21.79,96.69,36.91,Normal
24.69,96.24,36.43,Normal
23.5,95.01,36.41,Normal
23.87,96.25,36.82,Normal
24.75,96.11,36.41,Normal
24.47,98.95,37.15,Normal
23.85,99.63,36.19,Normal
21.06,97.2,36.92,Normal
23.88,96.09,36.68,Normal
22.18,97.13,37.04,Normal
20.93,99.68,36.87,Normal
23.4,95.38,36.72,Normal
22.11,99,36.91,Normal
22.22,99.03,36.85,Normal
21.05,98.6,36.26,Normal
22.21,95.17,36.92,Normal
22.28,96.06,36.12,Normal
23.44,99.66,36.3,Normal
24.32,98.88,36.9,Normal
22.99,98.23,37.16,Normal
24.09,96.03,36.88,Normal
21.5,98.79,37.05,Normal
21.42,96.65,37.18,Normal
23.69,97.76,36.52,Normal
22.45,99.15,36.99,Normal
22.81,98.25,36.7,Normal
24.03,97.36,36.93,Normal
23.43,100,36.17,Normal
23.37,98.62,36.4,Normal
24.5,95.22,36.26,Normal
22.68,96.98,36.95,Normal
24.61,99.64,36.84,Normal
21.22,98.61,36.82,Normal
24.15,97.25,36.32,Normal
23.22,98.05,37.13,Normal
22.02,95.63,36.65,Normal
24.17,97.58,36.98,Normal
23.36,96.6,37.07,Normal
22.13,97.7,36.66,Normal
22.08,97.41,37.12,Normal
22.77,98.76,36.39,Normal
21.68,98.64,36.29,Normal
22.08,97.73,36.13,Normal
22.5,95.69,36.47,Normal
21.59,99.95,36.64,Normal
22.74,99.97,36.1,Normal
22.23,97.32,36.92,Normal
21.61,98.46,36.13,Normal
22.11,96.8,37.09,Normal
22.62,96.71,36.61,Normal
24.23,98.81,36.67,Normal
22.94,97.47,36.52,Normal
22.88,96.58,36.33,Normal
23.72,98.89,36.28,Normal
24.73,96.81,36.67,Normal
21.83,95.02,36.77,Normal
22.69,99.93,36.38,Normal
22.9,99.82,36.42,Normal
23.44,98.02,36.2,Normal
22.85,96.31,36.85,Normal
22.08,95.44,37.13,Normal
24.1,97.79,36.99,Normal
24.01,98.84,36.83,Normal
24.56,99.97,37.1,Normal
21.35,98,37.1,Normal
21.36,97.24,36.33,Normal
20.98,97.55,36.88,Normal
22.13,98.93,36.46,Normal
24.04,95.3,36.48,Normal
21.69,96.82,37.02,Normal
22.68,99.76,37.15,Normal
22.42,99.73,36.29,Normal
24.53,97.01,36.16,Normal
23.52,99.48,36.74,Normal
23.75,95.72,36.45,Normal
22.22,95.17,37.04,Normal
24.69,99.26,36.13,Normal
24.77,96.61,37,Normal
22.21,99.76,36.12,Normal
21.95,98.52,36.55,Normal
22.99,97.85,36.64,Normal
21.12,96.75,37.17,Normal
24.37,96.87,37.13,Normal
22.37,95.68,37,Normal
21.49,95.51,36.38,Normal
22.42,98.01,36.77,Normal
21.99,98.96,36.18,Normal
23.1,98.24,36.46,Normal
22.53,95.16,36.17,Normal
21.64,99.49,36.88,Normal
23.22,95.15,36.39,Normal
24.18,97.19,37,Normal
22.7,97.91,36.62,Normal
22.09,98.73,36.14,Normal
21.22,95.85,36.11,Normal
22.49,95.84,36.58,Normal
22.01,97.29,37.05,Normal
24.84,96.38,36.73,Normal
23.5,97.93,36.81,Normal
22.42,95.25,36.96,Normal
21.33,96.37,36.67,Normal
22.59,98.46,37.16,Normal
21.72,99.71,36.97,Normal
24.88,98.82,36.54,Normal
23.88,96.73,37.2,Normal
24.68,95.38,36.52,Normal
22.68,98.74,36.54,Normal
22.32,98.83,36.86,Normal
22.96,96.59,36.59,Normal
22.59,98.55,37.14,Normal
21.2,97.78,36.68,Normal
24.5,99.64,37.04,Normal
23.8,95.39,36.3,Normal
21.35,98.45,36.66,Normal
22.54,97.61,36.68,Normal
24.43,98.06,36.21,Normal
23.94,99.5,36.81,Normal
21.97,96.74,36.41,Normal
23.72,97.38,36.8,Normal
22.39,98.39,36.91,Normal
23.79,97.93,37.09,Normal
24.1,97.99,36.97,Normal
21.52,99.52,36.57,Normal
23.7,99.85,36.92,Normal
21.6,99.43,36.35,Normal
23.13,96.49,36.94,Normal
21.26,99.37,37.14,Normal
22.54,95.61,36.11,Normal
21.19,97.02,36.57,Normal
21.91,95.54,37.16,Normal
22.36,99.68,36.83,Normal
22.52,96.07,36.17,Normal
22.84,96.88,36.37,Normal
21.3,98,36.44,Normal
23.55,98.43,36.81,Normal
23.03,97.97,36.83,Normal
22.36,97.77,37.1,Normal
23.3,96.59,36.15,Normal
23.32,95.07,36.8,Normal
23.89,99.2,36.39,Normal
22.82,96.68,36.78,Normal
22.51,95.27,36.94,Normal
21.29,98.47,36.27,Normal
